[2024-12-12T12:15:58.847398+09:00] request.INFO [N/A] [4da24c9] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "homepage". {"route":"homepage","route_parameters":{"_route":"homepage","_controller":"Eccube\\Controller\\TopController::index"},"request_uri":"https://comprime-dev01.com/test_ec/","method":"GET"} [GET, /test_ec/, 49.104.20.217, https://comprime-dev01.com/test_ec/, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.111 Mobile/15E148 Safari/604.1]
[2024-12-12T12:15:58.972052+09:00] front.INFO [N/A] [4da24c9] [N/A] [Eccube\Log\Logger:log:66] - fallback to PC layout [] [GET, /test_ec/, 49.104.20.217, https://comprime-dev01.com/test_ec/, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.111 Mobile/15E148 Safari/604.1]
[2024-12-12T12:15:59.031891+09:00] front.WARNING [9d353c1a] [4da24c9] [N/A] [Eccube\Log\Logger:log:66] - Unable to generate a URL for the named route "about" as such route does not exist. {"exception":"[object] (Symfony\\Component\\Routing\\Exception\\RouteNotFoundException(code: 0): Unable to generate a URL for the named route \"about\" as such route does not exist. at /home/xs376496/comprime-dev01.com/public_html/test_ec/vendor/symfony/routing/Generator/CompiledUrlGenerator.php:50)"} [GET, /test_ec/, 49.104.20.217, https://comprime-dev01.com/test_ec/, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.111 Mobile/15E148 Safari/604.1]
[2024-12-12T17:46:08.607692+09:00] front.INFO [b70d0639] [e5f88bf] [N/A] [Eccube\Log\Logger:log:66] - fallback to PC layout [] [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:46:08.655712+09:00] front.WARNING [b70d0639] [e5f88bf] [N/A] [Eccube\Log\Logger:log:66] - Unable to generate a URL for the named route "about" as such route does not exist. {"exception":"[object] (Symfony\\Component\\Routing\\Exception\\RouteNotFoundException(code: 0): Unable to generate a URL for the named route \"about\" as such route does not exist. at /home/xs376496/comprime-dev01.com/public_html/test_ec/vendor/symfony/routing/Generator/CompiledUrlGenerator.php:50)"} [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:46:22.082040+09:00] request.INFO [N/A] [abd13ef] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_layout". {"route":"admin_content_layout","route_parameters":{"_route":"admin_content_layout","_controller":"Eccube\\Controller\\Admin\\Content\\LayoutController::index"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/layout","method":"GET"} [GET, /test_ec/administrator/content/layout, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/block/2/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:46:22.993650+09:00] request.INFO [N/A] [b1bea87] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_layout_edit". {"route":"admin_content_layout_edit","route_parameters":{"_route":"admin_content_layout_edit","id":"1","_controller":"Eccube\\Controller\\Admin\\Content\\LayoutController::edit"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/layout/1/edit","method":"GET"} [GET, /test_ec/administrator/content/layout/1/edit, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/layout, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:46:35.576270+09:00] request.INFO [N/A] [c0de453] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_layout_edit". {"route":"admin_content_layout_edit","route_parameters":{"_route":"admin_content_layout_edit","id":"1","_controller":"Eccube\\Controller\\Admin\\Content\\LayoutController::edit"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/layout/1/edit","method":"POST"} [POST, /test_ec/administrator/content/layout/1/edit, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/layout/1/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:46:35.634914+09:00] request.INFO [N/A] [aa2b519] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_layout_edit". {"route":"admin_content_layout_edit","route_parameters":{"_route":"admin_content_layout_edit","id":"1","_controller":"Eccube\\Controller\\Admin\\Content\\LayoutController::edit"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/layout/1/edit","method":"GET"} [GET, /test_ec/administrator/content/layout/1/edit, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/layout/1/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:46:36.772270+09:00] request.INFO [N/A] [dd0298d] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "homepage". {"route":"homepage","route_parameters":{"_route":"homepage","_controller":"Eccube\\Controller\\TopController::index"},"request_uri":"https://comprime-dev01.com/test_ec/","method":"GET"} [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:46:36.778956+09:00] front.INFO [b70d0639] [dd0298d] [N/A] [Eccube\Log\Logger:log:66] - fallback to PC layout [] [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:46:36.799905+09:00] front.WARNING [b70d0639] [dd0298d] [N/A] [Eccube\Log\Logger:log:66] - Unable to generate a URL for the named route "about" as such route does not exist. {"exception":"[object] (Symfony\\Component\\Routing\\Exception\\RouteNotFoundException(code: 0): Unable to generate a URL for the named route \"about\" as such route does not exist. at /home/xs376496/comprime-dev01.com/public_html/test_ec/vendor/symfony/routing/Generator/CompiledUrlGenerator.php:50)"} [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:47:22.749436+09:00] request.INFO [N/A] [237fab9] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_block". {"route":"admin_content_block","route_parameters":{"_route":"admin_content_block","_controller":"Eccube\\Controller\\Admin\\Content\\BlockController::index"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/block","method":"GET"} [GET, /test_ec/administrator/content/block, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/layout/1/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:47:24.017528+09:00] request.INFO [N/A] [f802bfe] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_block_edit". {"route":"admin_content_block_edit","route_parameters":{"_route":"admin_content_block_edit","id":"28","_controller":"Eccube\\Controller\\Admin\\Content\\BlockController::edit"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/block/28/edit","method":"GET"} [GET, /test_ec/administrator/content/block/28/edit, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/block, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:48:28.894747+09:00] request.INFO [N/A] [168a1e0] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_block_edit". {"route":"admin_content_block_edit","route_parameters":{"_route":"admin_content_block_edit","id":"28","_controller":"Eccube\\Controller\\Admin\\Content\\BlockController::edit"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/block/28/edit","method":"POST"} [POST, /test_ec/administrator/content/block/28/edit, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/block/28/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:48:28.943106+09:00] request.INFO [N/A] [9ceb305] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_block_edit". {"route":"admin_content_block_edit","route_parameters":{"_route":"admin_content_block_edit","id":"28","_controller":"Eccube\\Controller\\Admin\\Content\\BlockController::edit"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/block/28/edit","method":"GET"} [GET, /test_ec/administrator/content/block/28/edit, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/block/28/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:48:30.132364+09:00] request.INFO [N/A] [789449d] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "homepage". {"route":"homepage","route_parameters":{"_route":"homepage","_controller":"Eccube\\Controller\\TopController::index"},"request_uri":"https://comprime-dev01.com/test_ec/","method":"GET"} [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:48:30.144711+09:00] front.INFO [b70d0639] [789449d] [N/A] [Eccube\Log\Logger:log:66] - fallback to PC layout [] [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:48:30.178667+09:00] front.WARNING [b70d0639] [789449d] [N/A] [Eccube\Log\Logger:log:66] - Unable to generate a URL for the named route "about" as such route does not exist. {"exception":"[object] (Symfony\\Component\\Routing\\Exception\\RouteNotFoundException(code: 0): Unable to generate a URL for the named route \"about\" as such route does not exist. at /home/xs376496/comprime-dev01.com/public_html/test_ec/vendor/symfony/routing/Generator/CompiledUrlGenerator.php:50)"} [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:48:56.467041+09:00] request.INFO [N/A] [cc60a15] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_block_edit". {"route":"admin_content_block_edit","route_parameters":{"_route":"admin_content_block_edit","id":"28","_controller":"Eccube\\Controller\\Admin\\Content\\BlockController::edit"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/block/28/edit","method":"POST"} [POST, /test_ec/administrator/content/block/28/edit, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/block/28/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:48:56.524421+09:00] request.INFO [N/A] [171992c] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_block_edit". {"route":"admin_content_block_edit","route_parameters":{"_route":"admin_content_block_edit","id":"28","_controller":"Eccube\\Controller\\Admin\\Content\\BlockController::edit"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/block/28/edit","method":"GET"} [GET, /test_ec/administrator/content/block/28/edit, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/block/28/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:48:57.574575+09:00] request.INFO [N/A] [56c4b0a] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "homepage". {"route":"homepage","route_parameters":{"_route":"homepage","_controller":"Eccube\\Controller\\TopController::index"},"request_uri":"https://comprime-dev01.com/test_ec/","method":"GET"} [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:48:57.587909+09:00] front.INFO [b70d0639] [56c4b0a] [N/A] [Eccube\Log\Logger:log:66] - fallback to PC layout [] [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:48:57.627164+09:00] front.WARNING [b70d0639] [56c4b0a] [N/A] [Eccube\Log\Logger:log:66] - Unable to generate a URL for the named route "about" as such route does not exist. {"exception":"[object] (Symfony\\Component\\Routing\\Exception\\RouteNotFoundException(code: 0): Unable to generate a URL for the named route \"about\" as such route does not exist. at /home/xs376496/comprime-dev01.com/public_html/test_ec/vendor/symfony/routing/Generator/CompiledUrlGenerator.php:50)"} [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:52:33.056646+09:00] request.INFO [N/A] [f2959a7] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_block_edit". {"route":"admin_content_block_edit","route_parameters":{"_route":"admin_content_block_edit","id":"28","_controller":"Eccube\\Controller\\Admin\\Content\\BlockController::edit"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/block/28/edit","method":"POST"} [POST, /test_ec/administrator/content/block/28/edit, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/block/28/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:52:33.109503+09:00] request.INFO [N/A] [74f665f] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_block_edit". {"route":"admin_content_block_edit","route_parameters":{"_route":"admin_content_block_edit","id":"28","_controller":"Eccube\\Controller\\Admin\\Content\\BlockController::edit"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/block/28/edit","method":"GET"} [GET, /test_ec/administrator/content/block/28/edit, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/block/28/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:52:35.052382+09:00] request.INFO [N/A] [2742e3a] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "homepage". {"route":"homepage","route_parameters":{"_route":"homepage","_controller":"Eccube\\Controller\\TopController::index"},"request_uri":"https://comprime-dev01.com/test_ec/","method":"GET"} [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:52:35.064189+09:00] front.INFO [b70d0639] [2742e3a] [N/A] [Eccube\Log\Logger:log:66] - fallback to PC layout [] [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:52:35.098456+09:00] front.WARNING [b70d0639] [2742e3a] [N/A] [Eccube\Log\Logger:log:66] - Unable to generate a URL for the named route "about" as such route does not exist. {"exception":"[object] (Symfony\\Component\\Routing\\Exception\\RouteNotFoundException(code: 0): Unable to generate a URL for the named route \"about\" as such route does not exist. at /home/xs376496/comprime-dev01.com/public_html/test_ec/vendor/symfony/routing/Generator/CompiledUrlGenerator.php:50)"} [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:53:14.171416+09:00] request.INFO [N/A] [ff1559e] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_block_edit". {"route":"admin_content_block_edit","route_parameters":{"_route":"admin_content_block_edit","id":"28","_controller":"Eccube\\Controller\\Admin\\Content\\BlockController::edit"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/block/28/edit","method":"POST"} [POST, /test_ec/administrator/content/block/28/edit, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/block/28/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:53:14.222794+09:00] request.INFO [N/A] [11ee1e7] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_content_block_edit". {"route":"admin_content_block_edit","route_parameters":{"_route":"admin_content_block_edit","id":"28","_controller":"Eccube\\Controller\\Admin\\Content\\BlockController::edit"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/content/block/28/edit","method":"GET"} [GET, /test_ec/administrator/content/block/28/edit, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/block/28/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:55:05.186127+09:00] request.INFO [N/A] [8cb476f] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "homepage". {"route":"homepage","route_parameters":{"_route":"homepage","_controller":"Eccube\\Controller\\TopController::index"},"request_uri":"https://comprime-dev01.com/test_ec/","method":"GET"} [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:55:05.209785+09:00] front.INFO [b70d0639] [8cb476f] [N/A] [Eccube\Log\Logger:log:66] - fallback to PC layout [] [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:55:05.260410+09:00] front.WARNING [b70d0639] [8cb476f] [N/A] [Eccube\Log\Logger:log:66] - Unable to generate a URL for the named route "about" as such route does not exist. {"exception":"[object] (Symfony\\Component\\Routing\\Exception\\RouteNotFoundException(code: 0): Unable to generate a URL for the named route \"about\" as such route does not exist. at /home/xs376496/comprime-dev01.com/public_html/test_ec/vendor/symfony/routing/Generator/CompiledUrlGenerator.php:50)"} [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:55:44.749022+09:00] request.INFO [N/A] [a751115] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_product_category". {"route":"admin_product_category","route_parameters":{"_route":"admin_product_category","_controller":"Eccube\\Controller\\Admin\\Product\\CategoryController::index"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/product/category","method":"GET"} [GET, /test_ec/administrator/product/category, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/content/block/28/edit, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:55:48.001332+09:00] request.INFO [N/A] [72d0acf] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_product_category_sort_no_move". {"route":"admin_product_category_sort_no_move","route_parameters":{"_route":"admin_product_category_sort_no_move","_controller":"Eccube\\Controller\\Admin\\Product\\CategoryController::moveSortNo"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/product/category/sort_no/move","method":"POST"} [POST, /test_ec/administrator/product/category/sort_no/move, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/product/category, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:55:50.506570+09:00] request.INFO [N/A] [9061edf] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_product_category_sort_no_move". {"route":"admin_product_category_sort_no_move","route_parameters":{"_route":"admin_product_category_sort_no_move","_controller":"Eccube\\Controller\\Admin\\Product\\CategoryController::moveSortNo"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/product/category/sort_no/move","method":"POST"} [POST, /test_ec/administrator/product/category/sort_no/move, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/product/category, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:55:51.754737+09:00] request.INFO [N/A] [410026e] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_product_category_sort_no_move". {"route":"admin_product_category_sort_no_move","route_parameters":{"_route":"admin_product_category_sort_no_move","_controller":"Eccube\\Controller\\Admin\\Product\\CategoryController::moveSortNo"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/product/category/sort_no/move","method":"POST"} [POST, /test_ec/administrator/product/category/sort_no/move, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/product/category, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:55:53.141588+09:00] request.INFO [N/A] [bf7b2d8] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_product_category_sort_no_move". {"route":"admin_product_category_sort_no_move","route_parameters":{"_route":"admin_product_category_sort_no_move","_controller":"Eccube\\Controller\\Admin\\Product\\CategoryController::moveSortNo"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/product/category/sort_no/move","method":"POST"} [POST, /test_ec/administrator/product/category/sort_no/move, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/product/category, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:55:54.341640+09:00] request.INFO [N/A] [2fceb27] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_product_category_sort_no_move". {"route":"admin_product_category_sort_no_move","route_parameters":{"_route":"admin_product_category_sort_no_move","_controller":"Eccube\\Controller\\Admin\\Product\\CategoryController::moveSortNo"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/product/category/sort_no/move","method":"POST"} [POST, /test_ec/administrator/product/category/sort_no/move, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/product/category, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:55:56.274163+09:00] request.INFO [N/A] [df1841e] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_product_category_sort_no_move". {"route":"admin_product_category_sort_no_move","route_parameters":{"_route":"admin_product_category_sort_no_move","_controller":"Eccube\\Controller\\Admin\\Product\\CategoryController::moveSortNo"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/product/category/sort_no/move","method":"POST"} [POST, /test_ec/administrator/product/category/sort_no/move, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/product/category, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:55:58.986807+09:00] request.INFO [N/A] [591b12e] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "admin_product_category". {"route":"admin_product_category","route_parameters":{"_route":"admin_product_category","_controller":"Eccube\\Controller\\Admin\\Product\\CategoryController::index"},"request_uri":"https://comprime-dev01.com/test_ec/administrator/product/category","method":"GET"} [GET, /test_ec/administrator/product/category, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/product/category, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36]
[2024-12-12T17:56:02.866544+09:00] request.INFO [N/A] [af28919] [N/A] [Symfony\Component\HttpKernel\EventListener\RouterListener:onKernelRequest:110] - Matched route "homepage". {"route":"homepage","route_parameters":{"_route":"homepage","_controller":"Eccube\\Controller\\TopController::index"},"request_uri":"https://comprime-dev01.com/test_ec/","method":"GET"} [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
[2024-12-12T17:56:02.886124+09:00] front.INFO [b70d0639] [af28919] [N/A] [Eccube\Log\Logger:log:66] - fallback to PC layout [] [GET, /test_ec/, 153.156.193.191, https://comprime-dev01.com/test_ec/administrator/, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36]
